timestamp,model,quant,tier,task,n_shot,metric,value,stderr,samples_original,samples_effective,result_json
2026-04-14 09:42:58,Qwen/Qwen3-8B-AWQ,awq,tier1,mmlu_abstract_algebra,5,alias,abstract_algebra,N/A,100,100,/home/saketh-msc/quantization/results/accuracy/evals/awq/Qwen__Qwen3-8B-AWQ/results_2026-04-14T09-42-57.371115.json
2026-04-14 10:44:40,Qwen/Qwen3-8B-AWQ,awq,tier1,hellaswag,10,alias,hellaswag,N/A,10042,10042,/home/saketh-msc/quantization/results/accuracy/evals/awq/Qwen__Qwen3-8B-AWQ/results_2026-04-14T10-44-39.611300.json
2026-04-14 10:46:08,Qwen/Qwen3-8B-AWQ,awq,tier1,winogrande,5,alias,winogrande,N/A,1267,1267,/home/saketh-msc/quantization/results/accuracy/evals/awq/Qwen__Qwen3-8B-AWQ/results_2026-04-14T10-46-08.040607.json
2026-04-14 10:55:15,Qwen/Qwen3-8B-AWQ,awq,tier1,arc_challenge,25,alias,arc_challenge,N/A,1172,1172,/home/saketh-msc/quantization/results/accuracy/evals/awq/Qwen__Qwen3-8B-AWQ/results_2026-04-14T10-55-14.701922.json
2026-04-14 10:56:51,JunHowie/Qwen3-8B-GPTQ-Int4,gptq,tier1,mmlu_abstract_algebra,5,alias,abstract_algebra,N/A,100,100,/home/saketh-msc/quantization/results/accuracy/evals/gptq/JunHowie__Qwen3-8B-GPTQ-Int4/results_2026-04-14T10-56-51.029179.json
2026-04-14 11:58:11,JunHowie/Qwen3-8B-GPTQ-Int4,gptq,tier1,hellaswag,10,alias,hellaswag,N/A,10042,10042,/home/saketh-msc/quantization/results/accuracy/evals/gptq/JunHowie__Qwen3-8B-GPTQ-Int4/results_2026-04-14T11-58-10.348859.json
2026-04-14 11:59:37,JunHowie/Qwen3-8B-GPTQ-Int4,gptq,tier1,winogrande,5,alias,winogrande,N/A,1267,1267,/home/saketh-msc/quantization/results/accuracy/evals/gptq/JunHowie__Qwen3-8B-GPTQ-Int4/results_2026-04-14T11-59-36.596334.json
2026-04-14 12:08:31,JunHowie/Qwen3-8B-GPTQ-Int4,gptq,tier1,arc_challenge,25,alias,arc_challenge,N/A,1172,1172,/home/saketh-msc/quantization/results/accuracy/evals/gptq/JunHowie__Qwen3-8B-GPTQ-Int4/results_2026-04-14T12-08-30.558538.json
2026-04-14 12:09:54,Qwen/Qwen2.5-7B-Instruct,bf16,tier1,mmlu_abstract_algebra,5,alias,abstract_algebra,N/A,100,100,/home/saketh-msc/quantization/results/accuracy/evals/bf16/Qwen__Qwen2.5-7B-Instruct/results_2026-04-14T12-09-53.828558.json
2026-04-14 13:15:23,Qwen/Qwen2.5-7B-Instruct,bf16,tier1,hellaswag,10,alias,hellaswag,N/A,10042,10042,/home/saketh-msc/quantization/results/accuracy/evals/bf16/Qwen__Qwen2.5-7B-Instruct/results_2026-04-14T13-15-22.190535.json
2026-04-14 13:17:09,Qwen/Qwen2.5-7B-Instruct,bf16,tier1,winogrande,5,alias,winogrande,N/A,1267,1267,/home/saketh-msc/quantization/results/accuracy/evals/bf16/Qwen__Qwen2.5-7B-Instruct/results_2026-04-14T13-17-08.912328.json
2026-04-14 13:28:03,Qwen/Qwen2.5-7B-Instruct,bf16,tier1,arc_challenge,25,alias,arc_challenge,N/A,1172,1172,/home/saketh-msc/quantization/results/accuracy/evals/bf16/Qwen__Qwen2.5-7B-Instruct/results_2026-04-14T13-28-02.266878.json
2026-04-14 13:30:24,neuralmagic/Qwen2.5-7B-Instruct-FP8-Dynamic,fp8,tier1,mmlu_abstract_algebra,5,alias,abstract_algebra,N/A,100,100,/home/saketh-msc/quantization/results/accuracy/evals/fp8/neuralmagic__Qwen2.5-7B-Instruct-FP8-Dynamic/results_2026-04-14T13-30-23.332864.json
2026-04-14 14:38:28,neuralmagic/Qwen2.5-7B-Instruct-FP8-Dynamic,fp8,tier1,hellaswag,10,alias,hellaswag,N/A,10042,10042,/home/saketh-msc/quantization/results/accuracy/evals/fp8/neuralmagic__Qwen2.5-7B-Instruct-FP8-Dynamic/results_2026-04-14T14-38-27.476718.json
2026-04-14 14:40:15,neuralmagic/Qwen2.5-7B-Instruct-FP8-Dynamic,fp8,tier1,winogrande,5,alias,winogrande,N/A,1267,1267,/home/saketh-msc/quantization/results/accuracy/evals/fp8/neuralmagic__Qwen2.5-7B-Instruct-FP8-Dynamic/results_2026-04-14T14-40-13.554985.json
2026-04-14 14:50:41,neuralmagic/Qwen2.5-7B-Instruct-FP8-Dynamic,fp8,tier1,arc_challenge,25,alias,arc_challenge,N/A,1172,1172,/home/saketh-msc/quantization/results/accuracy/evals/fp8/neuralmagic__Qwen2.5-7B-Instruct-FP8-Dynamic/results_2026-04-14T14-50-40.216154.json
2026-04-14 14:53:00,Qwen/Qwen2.5-7B-Instruct-AWQ,awq,tier1,mmlu_abstract_algebra,5,alias,abstract_algebra,N/A,100,100,/home/saketh-msc/quantization/results/accuracy/evals/awq/Qwen__Qwen2.5-7B-Instruct-AWQ/results_2026-04-14T14-52-57.968677.json
2026-04-14 16:11:21,Qwen/Qwen2.5-7B-Instruct-AWQ,awq,tier1,hellaswag,10,alias,hellaswag,N/A,10042,10042,/home/saketh-msc/quantization/results/accuracy/evals/awq/Qwen__Qwen2.5-7B-Instruct-AWQ/results_2026-04-14T16-11-20.531659.json
2026-04-14 16:13:10,Qwen/Qwen2.5-7B-Instruct-AWQ,awq,tier1,winogrande,5,alias,winogrande,N/A,1267,1267,/home/saketh-msc/quantization/results/accuracy/evals/awq/Qwen__Qwen2.5-7B-Instruct-AWQ/results_2026-04-14T16-13-10.004682.json
2026-04-14 16:24:35,Qwen/Qwen2.5-7B-Instruct-AWQ,awq,tier1,arc_challenge,25,alias,arc_challenge,N/A,1172,1172,/home/saketh-msc/quantization/results/accuracy/evals/awq/Qwen__Qwen2.5-7B-Instruct-AWQ/results_2026-04-14T16-24-34.043586.json
2026-04-14 16:26:49,Qwen/Qwen2.5-7B-Instruct-GPTQ-Int4,gptq,tier1,mmlu_abstract_algebra,5,alias,abstract_algebra,N/A,100,100,/home/saketh-msc/quantization/results/accuracy/evals/gptq/Qwen__Qwen2.5-7B-Instruct-GPTQ-Int4/results_2026-04-14T16-26-47.644294.json
2026-04-14 17:43:35,Qwen/Qwen2.5-7B-Instruct-GPTQ-Int4,gptq,tier1,hellaswag,10,alias,hellaswag,N/A,10042,10042,/home/saketh-msc/quantization/results/accuracy/evals/gptq/Qwen__Qwen2.5-7B-Instruct-GPTQ-Int4/results_2026-04-14T17-43-33.956264.json
2026-04-14 17:45:22,Qwen/Qwen2.5-7B-Instruct-GPTQ-Int4,gptq,tier1,winogrande,5,alias,winogrande,N/A,1267,1267,/home/saketh-msc/quantization/results/accuracy/evals/gptq/Qwen__Qwen2.5-7B-Instruct-GPTQ-Int4/results_2026-04-14T17-45-21.617821.json
2026-04-14 17:56:55,Qwen/Qwen2.5-7B-Instruct-GPTQ-Int4,gptq,tier1,arc_challenge,25,alias,arc_challenge,N/A,1172,1172,/home/saketh-msc/quantization/results/accuracy/evals/gptq/Qwen__Qwen2.5-7B-Instruct-GPTQ-Int4/results_2026-04-14T17-56-54.007481.json
2026-04-14 18:00:32,Qwen/Qwen2.5-32B-Instruct,bf16,tier1,mmlu_abstract_algebra,5,alias,abstract_algebra,N/A,100,100,/home/saketh-msc/quantization/results/accuracy/evals/bf16/Qwen__Qwen2.5-32B-Instruct/results_2026-04-14T18-00-31.955601.json
2026-04-14 21:01:45,Qwen/Qwen2.5-32B-Instruct,bf16,tier1,hellaswag,10,alias,hellaswag,N/A,10042,10042,/home/saketh-msc/quantization/results/accuracy/evals/bf16/Qwen__Qwen2.5-32B-Instruct/results_2026-04-14T21-01-44.200554.json
2026-04-14 21:05:09,Qwen/Qwen2.5-32B-Instruct,bf16,tier1,winogrande,5,alias,winogrande,N/A,1267,1267,/home/saketh-msc/quantization/results/accuracy/evals/bf16/Qwen__Qwen2.5-32B-Instruct/results_2026-04-14T21-05-08.541001.json
2026-04-14 21:31:59,Qwen/Qwen2.5-32B-Instruct,bf16,tier1,arc_challenge,25,alias,arc_challenge,N/A,1172,1172,/home/saketh-msc/quantization/results/accuracy/evals/bf16/Qwen__Qwen2.5-32B-Instruct/results_2026-04-14T21-31-57.328208.json
2026-04-14 21:35:42,neuralmagic/Qwen2.5-32B-Instruct-FP8-Dynamic,fp8,tier1,mmlu_abstract_algebra,5,alias,abstract_algebra,N/A,100,100,/home/saketh-msc/quantization/results/accuracy/evals/fp8/neuralmagic__Qwen2.5-32B-Instruct-FP8-Dynamic/results_2026-04-14T21-35-41.216180.json
2026-04-15 00:04:22,neuralmagic/Qwen2.5-32B-Instruct-FP8-Dynamic,fp8,tier1,hellaswag,10,alias,hellaswag,N/A,10042,10042,/home/saketh-msc/quantization/results/accuracy/evals/fp8/neuralmagic__Qwen2.5-32B-Instruct-FP8-Dynamic/results_2026-04-15T00-04-21.534784.json
2026-04-15 00:07:19,neuralmagic/Qwen2.5-32B-Instruct-FP8-Dynamic,fp8,tier1,winogrande,5,alias,winogrande,N/A,1267,1267,/home/saketh-msc/quantization/results/accuracy/evals/fp8/neuralmagic__Qwen2.5-32B-Instruct-FP8-Dynamic/results_2026-04-15T00-07-18.264230.json
2026-04-15 00:28:57,neuralmagic/Qwen2.5-32B-Instruct-FP8-Dynamic,fp8,tier1,arc_challenge,25,alias,arc_challenge,N/A,1172,1172,/home/saketh-msc/quantization/results/accuracy/evals/fp8/neuralmagic__Qwen2.5-32B-Instruct-FP8-Dynamic/results_2026-04-15T00-28-56.747922.json
2026-04-15 00:32:19,Qwen/Qwen2.5-32B-Instruct-AWQ,awq,tier1,mmlu_abstract_algebra,5,alias,abstract_algebra,N/A,100,100,/home/saketh-msc/quantization/results/accuracy/evals/awq/Qwen__Qwen2.5-32B-Instruct-AWQ/results_2026-04-15T00-32-18.657521.json
2026-04-15 03:50:29,Qwen/Qwen2.5-32B-Instruct-AWQ,awq,tier1,hellaswag,10,alias,hellaswag,N/A,10042,10042,/home/saketh-msc/quantization/results/accuracy/evals/awq/Qwen__Qwen2.5-32B-Instruct-AWQ/results_2026-04-15T03-50-28.017298.json
2026-04-15 03:54:21,Qwen/Qwen2.5-32B-Instruct-AWQ,awq,tier1,winogrande,5,alias,winogrande,N/A,1267,1267,/home/saketh-msc/quantization/results/accuracy/evals/awq/Qwen__Qwen2.5-32B-Instruct-AWQ/results_2026-04-15T03-54-20.095352.json
2026-04-15 04:22:53,Qwen/Qwen2.5-32B-Instruct-AWQ,awq,tier1,arc_challenge,25,alias,arc_challenge,N/A,1172,1172,/home/saketh-msc/quantization/results/accuracy/evals/awq/Qwen__Qwen2.5-32B-Instruct-AWQ/results_2026-04-15T04-22-51.804306.json
2026-04-15 04:26:16,Qwen/Qwen2.5-32B-Instruct-GPTQ-Int4,gptq,tier1,mmlu_abstract_algebra,5,alias,abstract_algebra,N/A,100,100,/home/saketh-msc/quantization/results/accuracy/evals/gptq/Qwen__Qwen2.5-32B-Instruct-GPTQ-Int4/results_2026-04-15T04-26-15.235411.json
2026-04-15 07:41:58,Qwen/Qwen2.5-32B-Instruct-GPTQ-Int4,gptq,tier1,hellaswag,10,alias,hellaswag,N/A,10042,10042,/home/saketh-msc/quantization/results/accuracy/evals/gptq/Qwen__Qwen2.5-32B-Instruct-GPTQ-Int4/results_2026-04-15T07-41-57.438210.json
2026-04-15 07:45:46,Qwen/Qwen2.5-32B-Instruct-GPTQ-Int4,gptq,tier1,winogrande,5,alias,winogrande,N/A,1267,1267,/home/saketh-msc/quantization/results/accuracy/evals/gptq/Qwen__Qwen2.5-32B-Instruct-GPTQ-Int4/results_2026-04-15T07-45-45.275520.json
2026-04-15 08:13:34,Qwen/Qwen2.5-32B-Instruct-GPTQ-Int4,gptq,tier1,arc_challenge,25,alias,arc_challenge,N/A,1172,1172,/home/saketh-msc/quantization/results/accuracy/evals/gptq/Qwen__Qwen2.5-32B-Instruct-GPTQ-Int4/results_2026-04-15T08-13-32.694135.json
2026-04-15 08:52:21,meta-llama/Llama-3.2-3B-Instruct,bf16,tier1,mmlu_abstract_algebra,5,alias,abstract_algebra,N/A,100,100,/home/saketh-msc/quantization/results/accuracy/evals/bf16/meta-llama__Llama-3.2-3B-Instruct/results_2026-04-15T08-52-19.800263.json
2026-04-15 09:50:45,meta-llama/Llama-3.2-3B-Instruct,bf16,tier1,hellaswag,10,alias,hellaswag,N/A,10042,10042,/home/saketh-msc/quantization/results/accuracy/evals/bf16/meta-llama__Llama-3.2-3B-Instruct/results_2026-04-15T09-50-44.062929.json
2026-04-15 09:52:12,meta-llama/Llama-3.2-3B-Instruct,bf16,tier1,winogrande,5,alias,winogrande,N/A,1267,1267,/home/saketh-msc/quantization/results/accuracy/evals/bf16/meta-llama__Llama-3.2-3B-Instruct/results_2026-04-15T09-52-10.270390.json
2026-04-15 10:01:04,meta-llama/Llama-3.2-3B-Instruct,bf16,tier1,arc_challenge,25,alias,arc_challenge,N/A,1172,1172,/home/saketh-msc/quantization/results/accuracy/evals/bf16/meta-llama__Llama-3.2-3B-Instruct/results_2026-04-15T10-01-03.224810.json
2026-04-15 10:03:31,RedHatAI/Llama-3.2-3B-Instruct-FP8-dynamic,fp8,tier1,mmlu_abstract_algebra,5,alias,abstract_algebra,N/A,100,100,/home/saketh-msc/quantization/results/accuracy/evals/fp8/RedHatAI__Llama-3.2-3B-Instruct-FP8-dynamic/results_2026-04-15T10-03-30.427325.json
2026-04-15 10:57:53,RedHatAI/Llama-3.2-3B-Instruct-FP8-dynamic,fp8,tier1,hellaswag,10,alias,hellaswag,N/A,10042,10042,/home/saketh-msc/quantization/results/accuracy/evals/fp8/RedHatAI__Llama-3.2-3B-Instruct-FP8-dynamic/results_2026-04-15T10-57-52.871750.json
2026-04-15 10:59:29,RedHatAI/Llama-3.2-3B-Instruct-FP8-dynamic,fp8,tier1,winogrande,5,alias,winogrande,N/A,1267,1267,/home/saketh-msc/quantization/results/accuracy/evals/fp8/RedHatAI__Llama-3.2-3B-Instruct-FP8-dynamic/results_2026-04-15T10-59-28.280432.json
2026-04-15 11:07:56,RedHatAI/Llama-3.2-3B-Instruct-FP8-dynamic,fp8,tier1,arc_challenge,25,alias,arc_challenge,N/A,1172,1172,/home/saketh-msc/quantization/results/accuracy/evals/fp8/RedHatAI__Llama-3.2-3B-Instruct-FP8-dynamic/results_2026-04-15T11-07-55.131473.json
2026-04-15 11:10:06,AMead10/Llama-3.2-3B-Instruct-AWQ,awq,tier1,mmlu_abstract_algebra,5,alias,abstract_algebra,N/A,100,100,/home/saketh-msc/quantization/results/accuracy/evals/awq/AMead10__Llama-3.2-3B-Instruct-AWQ/results_2026-04-15T11-10-04.189366.json
2026-04-15 12:08:45,AMead10/Llama-3.2-3B-Instruct-AWQ,awq,tier1,hellaswag,10,alias,hellaswag,N/A,10042,10042,/home/saketh-msc/quantization/results/accuracy/evals/awq/AMead10__Llama-3.2-3B-Instruct-AWQ/results_2026-04-15T12-08-44.555229.json
2026-04-15 12:10:26,AMead10/Llama-3.2-3B-Instruct-AWQ,awq,tier1,winogrande,5,alias,winogrande,N/A,1267,1267,/home/saketh-msc/quantization/results/accuracy/evals/awq/AMead10__Llama-3.2-3B-Instruct-AWQ/results_2026-04-15T12-10-25.733327.json
2026-04-15 12:19:27,AMead10/Llama-3.2-3B-Instruct-AWQ,awq,tier1,arc_challenge,25,alias,arc_challenge,N/A,1172,1172,/home/saketh-msc/quantization/results/accuracy/evals/awq/AMead10__Llama-3.2-3B-Instruct-AWQ/results_2026-04-15T12-19-25.482237.json
2026-04-15 12:21:36,shuyuej/Llama-3.2-3B-Instruct-GPTQ,gptq,tier1,mmlu_abstract_algebra,5,alias,abstract_algebra,N/A,100,100,/home/saketh-msc/quantization/results/accuracy/evals/gptq/shuyuej__Llama-3.2-3B-Instruct-GPTQ/results_2026-04-15T12-21-34.542292.json
2026-04-15 13:20:19,shuyuej/Llama-3.2-3B-Instruct-GPTQ,gptq,tier1,hellaswag,10,alias,hellaswag,N/A,10042,10042,/home/saketh-msc/quantization/results/accuracy/evals/gptq/shuyuej__Llama-3.2-3B-Instruct-GPTQ/results_2026-04-15T13-20-17.383668.json
2026-04-15 13:21:51,shuyuej/Llama-3.2-3B-Instruct-GPTQ,gptq,tier1,winogrande,5,alias,winogrande,N/A,1267,1267,/home/saketh-msc/quantization/results/accuracy/evals/gptq/shuyuej__Llama-3.2-3B-Instruct-GPTQ/results_2026-04-15T13-21-50.422933.json
2026-04-15 13:30:49,shuyuej/Llama-3.2-3B-Instruct-GPTQ,gptq,tier1,arc_challenge,25,alias,arc_challenge,N/A,1172,1172,/home/saketh-msc/quantization/results/accuracy/evals/gptq/shuyuej__Llama-3.2-3B-Instruct-GPTQ/results_2026-04-15T13-30-48.137168.json
2026-04-15 14:08:29,google/gemma-4-31B-it,bf16,tier1,mmlu_abstract_algebra,5,alias,abstract_algebra,N/A,100,100,/home/saketh-msc/quantization/results/accuracy/evals/bf16/google__gemma-4-31B-it/results_2026-04-15T14-08-27.934500.json
2026-04-15 17:35:52,google/gemma-4-31B-it,bf16,tier1,hellaswag,10,alias,hellaswag,N/A,10042,10042,/home/saketh-msc/quantization/results/accuracy/evals/bf16/google__gemma-4-31B-it/results_2026-04-15T17-35-49.459445.json
2026-04-15 17:39:35,google/gemma-4-31B-it,bf16,tier1,winogrande,5,alias,winogrande,N/A,1267,1267,/home/saketh-msc/quantization/results/accuracy/evals/bf16/google__gemma-4-31B-it/results_2026-04-15T17-39-34.047236.json
2026-04-15 17:54:20,QuantTrio/gemma-4-31B-it-AWQ,awq,tier1,mmlu_abstract_algebra,5,alias,abstract_algebra,N/A,100,100,/home/saketh-msc/quantization/results/accuracy/evals/awq/QuantTrio__gemma-4-31B-it-AWQ/results_2026-04-15T17-54-18.915274.json
2026-04-15 21:33:40,QuantTrio/gemma-4-31B-it-AWQ,awq,tier1,hellaswag,10,alias,hellaswag,N/A,10042,10042,/home/saketh-msc/quantization/results/accuracy/evals/awq/QuantTrio__gemma-4-31B-it-AWQ/results_2026-04-15T21-33-39.751850.json
2026-04-15 21:37:40,QuantTrio/gemma-4-31B-it-AWQ,awq,tier1,winogrande,5,alias,winogrande,N/A,1267,1267,/home/saketh-msc/quantization/results/accuracy/evals/awq/QuantTrio__gemma-4-31B-it-AWQ/results_2026-04-15T21-37-39.491958.json
2026-04-15 22:10:58,QuantTrio/gemma-4-31B-it-AWQ,awq,tier1,arc_challenge,25,alias,arc_challenge,N/A,1172,1172,/home/saketh-msc/quantization/results/accuracy/evals/awq/QuantTrio__gemma-4-31B-it-AWQ/results_2026-04-15T22-10-56.836145.json
2026-04-16 08:46:06,RedHatAI/gemma-4-31B-it-FP8-block,fp8,tier1,mmlu_abstract_algebra,5,alias,abstract_algebra,N/A,100,100,/home/saketh-msc/quantization/results/accuracy/evals/fp8/RedHatAI__gemma-4-31B-it-FP8-block/results_2026-04-16T08-46-04.046648.json
2026-04-16 11:37:44,RedHatAI/gemma-4-31B-it-FP8-block,fp8,tier1,hellaswag,10,alias,hellaswag,N/A,10042,10042,/home/saketh-msc/quantization/results/accuracy/evals/fp8/RedHatAI__gemma-4-31B-it-FP8-block/results_2026-04-16T11-37-43.285836.json
2026-04-16 11:41:56,RedHatAI/gemma-4-31B-it-FP8-block,fp8,tier1,winogrande,5,alias,winogrande,N/A,1267,1267,/home/saketh-msc/quantization/results/accuracy/evals/fp8/RedHatAI__gemma-4-31B-it-FP8-block/results_2026-04-16T11-41-55.053642.json
2026-04-16 12:07:50,RedHatAI/gemma-4-31B-it-FP8-block,fp8,tier1,arc_challenge,25,alias,arc_challenge,N/A,1172,1172,/home/saketh-msc/quantization/results/accuracy/evals/fp8/RedHatAI__gemma-4-31B-it-FP8-block/results_2026-04-16T12-07-49.746480.json
2026-04-16 12:12:06,RedHatAI/gemma-4-31B-it-NVFP4,nvfp4,tier1,mmlu_abstract_algebra,5,alias,abstract_algebra,N/A,100,100,/home/saketh-msc/quantization/results/accuracy/evals/nvfp4/RedHatAI__gemma-4-31B-it-NVFP4/results_2026-04-16T12-12-04.888343.json
2026-04-16 20:29:19,RedHatAI/gemma-4-31B-it-NVFP4,nvfp4,tier1,hellaswag,10,alias,hellaswag,N/A,10042,10042,/home/saketh-msc/quantization/results/accuracy/evals/nvfp4/RedHatAI__gemma-4-31B-it-NVFP4/results_2026-04-16T20-29-18.138292.json
2026-04-16 20:35:08,RedHatAI/gemma-4-31B-it-NVFP4,nvfp4,tier1,winogrande,5,alias,winogrande,N/A,1267,1267,/home/saketh-msc/quantization/results/accuracy/evals/nvfp4/RedHatAI__gemma-4-31B-it-NVFP4/results_2026-04-16T20-35-06.557412.json
2026-04-16 21:31:11,RedHatAI/gemma-4-31B-it-NVFP4,nvfp4,tier1,arc_challenge,25,alias,arc_challenge,N/A,1172,1172,/home/saketh-msc/quantization/results/accuracy/evals/nvfp4/RedHatAI__gemma-4-31B-it-NVFP4/results_2026-04-16T21-31-10.665158.json
2026-04-16 22:04:10,neuralmagic/DeepSeek-R1-Distill-Qwen-7B-FP8-dynamic,fp8,tier2,gsm8k,5,alias,gsm8k,N/A,1319,1319,/home/saketh-msc/quantization/results/accuracy/evals/fp8/neuralmagic__DeepSeek-R1-Distill-Qwen-7B-FP8-dynamic/results_2026-04-16T22-04-09.114903.json
2026-04-16 23:18:38,neuralmagic/DeepSeek-R1-Distill-Qwen-7B-FP8-dynamic,fp8,tier2,mmlu,N/A,"acc,none",0.2996011964107677,0.0038285028928901027,N/A,N/A,/home/saketh-msc/quantization/results/accuracy/evals/fp8/neuralmagic__DeepSeek-R1-Distill-Qwen-7B-FP8-dynamic/results_2026-04-16T23-18-36.940558.json
2026-04-16 23:54:09,AngelSlim/Deepseek_r1_distill_qwen-7b_int4_awq,awq,tier2,gsm8k,5,alias,gsm8k,N/A,1319,1319,/home/saketh-msc/quantization/results/accuracy/evals/awq/AngelSlim__Deepseek_r1_distill_qwen-7b_int4_awq/results_2026-04-16T23-54-08.035993.json
2026-04-17 01:16:56,AngelSlim/Deepseek_r1_distill_qwen-7b_int4_awq,awq,tier2,mmlu,N/A,"acc,none",0.27588662583677537,0.0037511305405401683,N/A,N/A,/home/saketh-msc/quantization/results/accuracy/evals/awq/AngelSlim__Deepseek_r1_distill_qwen-7b_int4_awq/results_2026-04-17T01-16-54.725790.json
2026-04-17 01:52:41,jakiAJK/DeepSeek-R1-Distill-Qwen-7B_GPTQ-int4,gptq,tier2,gsm8k,5,alias,gsm8k,N/A,1319,1319,/home/saketh-msc/quantization/results/accuracy/evals/gptq/jakiAJK__DeepSeek-R1-Distill-Qwen-7B_GPTQ-int4/results_2026-04-17T01-52-38.632985.json
2026-04-17 03:15:42,jakiAJK/DeepSeek-R1-Distill-Qwen-7B_GPTQ-int4,gptq,tier2,mmlu,N/A,"acc,none",0.4920951431420026,0.004076092665911624,N/A,N/A,/home/saketh-msc/quantization/results/accuracy/evals/gptq/jakiAJK__DeepSeek-R1-Distill-Qwen-7B_GPTQ-int4/results_2026-04-17T03-15-41.447471.json
2026-04-17 04:50:40,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,bf16,tier2,gsm8k,5,alias,gsm8k,N/A,1319,1319,/home/saketh-msc/quantization/results/accuracy/evals/bf16/deepseek-ai__DeepSeek-R1-Distill-Qwen-14B/results_2026-04-17T04-50-39.395542.json
2026-04-17 06:39:05,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,bf16,tier2,mmlu,N/A,"acc,none",0.2296681384418174,0.0035437231070691824,N/A,N/A,/home/saketh-msc/quantization/results/accuracy/evals/bf16/deepseek-ai__DeepSeek-R1-Distill-Qwen-14B/results_2026-04-17T06-39-04.048596.json
2026-04-17 07:38:19,RedHatAI/DeepSeek-R1-Distill-Qwen-14B-FP8-dynamic,fp8,tier2,gsm8k,5,alias,gsm8k,N/A,1319,1319,/home/saketh-msc/quantization/results/accuracy/evals/fp8/RedHatAI__DeepSeek-R1-Distill-Qwen-14B-FP8-dynamic/results_2026-04-17T07-38-17.985034.json
2026-04-17 09:17:22,RedHatAI/DeepSeek-R1-Distill-Qwen-14B-FP8-dynamic,fp8,tier2,mmlu,N/A,"acc,none",0.23080757726819542,0.0035494605439120456,N/A,N/A,/home/saketh-msc/quantization/results/accuracy/evals/fp8/RedHatAI__DeepSeek-R1-Distill-Qwen-14B-FP8-dynamic/results_2026-04-17T09-17-21.066701.json
2026-04-17 10:25:39,Corianas/DeepSeek-R1-Distill-Qwen-14B-AWQ,awq,tier2,gsm8k,5,alias,gsm8k,N/A,1319,1319,/home/saketh-msc/quantization/results/accuracy/evals/awq/Corianas__DeepSeek-R1-Distill-Qwen-14B-AWQ/results_2026-04-17T10-25-38.038683.json
2026-04-17 12:23:14,Corianas/DeepSeek-R1-Distill-Qwen-14B-AWQ,awq,tier2,mmlu,N/A,"acc,none",0.4935906566016237,0.004012375133405325,N/A,N/A,/home/saketh-msc/quantization/results/accuracy/evals/awq/Corianas__DeepSeek-R1-Distill-Qwen-14B-AWQ/results_2026-04-17T12-23-13.492645.json
2026-04-17 13:30:30,RedHatAI/DeepSeek-R1-Distill-Qwen-14B-quantized.w4a16,gptq,tier2,gsm8k,5,alias,gsm8k,N/A,1319,1319,/home/saketh-msc/quantization/results/accuracy/evals/gptq/RedHatAI__DeepSeek-R1-Distill-Qwen-14B-quantized.w4a16/results_2026-04-17T13-30-29.994977.json
2026-04-17 15:27:42,RedHatAI/DeepSeek-R1-Distill-Qwen-14B-quantized.w4a16,gptq,tier2,mmlu,N/A,"acc,none",0.22952570858852014,0.0035432126451202368,N/A,N/A,/home/saketh-msc/quantization/results/accuracy/evals/gptq/RedHatAI__DeepSeek-R1-Distill-Qwen-14B-quantized.w4a16/results_2026-04-17T15-27-41.684509.json
2026-04-17 18:40:25,deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,bf16,tier2,gsm8k,5,alias,gsm8k,N/A,1319,1319,/home/saketh-msc/quantization/results/accuracy/evals/bf16/deepseek-ai__DeepSeek-R1-Distill-Qwen-32B/results_2026-04-17T18-40-24.713262.json
2026-04-17 21:46:02,deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,bf16,tier2,mmlu,N/A,"acc,none",0.2672696197122917,0.0037132769034477512,N/A,N/A,/home/saketh-msc/quantization/results/accuracy/evals/bf16/deepseek-ai__DeepSeek-R1-Distill-Qwen-32B/results_2026-04-17T21-46-00.771744.json
2026-04-17 23:39:54,neuralmagic/DeepSeek-R1-Distill-Qwen-32B-FP8-dynamic,fp8,tier2,gsm8k,5,alias,gsm8k,N/A,1319,1319,/home/saketh-msc/quantization/results/accuracy/evals/fp8/neuralmagic__DeepSeek-R1-Distill-Qwen-32B-FP8-dynamic/results_2026-04-17T23-39-53.097533.json
2026-04-18 00:10:34,meta-llama/Llama-3.1-8B-Instruct,bf16,tier2,gsm8k,5,alias,gsm8k,N/A,1319,1319,/home/saketh-msc/quantization/results/accuracy/evals/bf16/meta-llama__Llama-3.1-8B-Instruct/results_2026-04-18T00-10-33.602029.json
2026-04-18 01:33:57,meta-llama/Llama-3.1-8B-Instruct,bf16,tier2,mmlu,N/A,"acc,none",0.6879361914257228,0.0037294681343488342,N/A,N/A,/home/saketh-msc/quantization/results/accuracy/evals/bf16/meta-llama__Llama-3.1-8B-Instruct/results_2026-04-18T01-33-55.738164.json
2026-04-18 01:50:02,neuralmagic/Meta-Llama-3.1-8B-Instruct-FP8,fp8,tier2,gsm8k,5,alias,gsm8k,N/A,1319,1319,/home/saketh-msc/quantization/results/accuracy/evals/fp8/neuralmagic__Meta-Llama-3.1-8B-Instruct-FP8/results_2026-04-18T01-50-01.433944.json
